id: KIIP_economy_1 (0), answer: C, pred: B, response: B
id: Kedu_15_23 (2), answer: D, pred: D, response: D
id: Kedu_15_24 (0), answer: B, pred: B, response: B
id: Kedu_15_24 (1), answer: B, pred: B, response: B
id: Kedu_15_24 (2), answer: B, pred: B, response: B
id: Kedu_15_25 (0), answer: C, pred: C, response: C
id: Kedu_15_25 (1), answer: C, pred: C, response: C
id: Kedu_15_25 (2), answer: C, pred: C, response: C
id: Kedu_15_26 (0), answer: B, pred: B, response: B
id: Kedu_15_26 (1), answer: B, pred: B, response: B
id: Kedu_15_26 (2), answer: B, pred: , response: 정답: D
id: Kedu_15_27 (0), answer: D, pred: D, response: D
id: Kedu_15_27 (1), answer: D, pred: D, response: D
id: Kedu_15_27 (2), answer: D, pred: D, response: D
id: Kedu_15_28 (0), answer: C, pred: C, response: C
id: Kedu_15_28 (1), answer: C, pred: C, response: C
id: Kedu_15_28 (2), answer: C, pred: C, response: C
id: Kedu_15_29 (0), answer: B, pred: A, response: A
id: Kedu_15_29 (1), answer: B, pred: A, response: A
id: Kedu_15_29 (2), answer: B, pred: A, response: A
id: Kedu_15_30 (0), answer: A, pred: D, response: D
id: Kedu_15_30 (1), answer: A, pred: D, response: D
id: Kedu_15_30 (2), answer: A, pred: D, response: D
id: Kedu_15_31 (0), answer: D, pred: B, response: B: 톱니
id: Kedu_15_31 (1), answer: D, pred: B, response: B: 톱니
id: Kedu_15_31 (2), answer: D, pred: C, response: C: 병목
id: Kedu_15_32 (0), answer: A, pred: D, response: D
id: Kedu_15_32 (1), answer: A, pred: D, response: D
id: Kedu_15_32 (2), answer: A, pred: D, response: D
id: Kedu_15_33 (0), answer: D, pred: B, response: B: 아버지 - 부친
id: Kedu_15_33 (1), answer: D, pred: B, response: B: 아버지 - 부친
id: Kedu_15_33 (2), answer: D, pred: B, response: B: 아버지 - 부친
id: Kedu_15_34 (0), answer: A, pred: D, response: D
id: Kedu_15_34 (1), answer: A, pred: D, response: D
id: Kedu_15_34 (2), answer: A, pred: D, response: D
id: Kedu_15_35 (0), answer: C, pred: C, response: C
id: Kedu_15_35 (1), answer: C, pred: C, response: C
id: Kedu_15_35 (2), answer: C, pred: C, response: C
id: Kedu_15_36 (0), answer: D, pred: D, response: D
id: Kedu_15_36 (1), answer: D, pred: D, response: D
id: Kedu_15_36 (2), answer: D, pred: D, response: D
id: Kedu_15_37 (0), answer: C, pred: B, response: B
id: Kedu_15_37 (1), answer: C, pred: B, response: B
id: Kedu_15_37 (2), answer: C, pred: B, response: B
id: Kedu_15_38 (0), answer: A, pred: C, response: C
id: Kedu_15_38 (1), answer: A, pred: C, response: C
id: Kedu_15_38 (2), answer: A, pred: C, response: C
id: Kedu_15_39 (0), answer: B, pred: B, response: B
id: Kedu_15_39 (1), answer: B, pred: B, response: B
id: Kedu_15_39 (2), answer: B, pred: B, response: B
id: Kedu_15_40 (0), answer: D, pred: B, response: B
id: Kedu_15_40 (1), answer: D, pred: B, response: B
id: Kedu_15_40 (2), answer: D, pred: B, response: B
id: Kedu_15_41 (0), answer: D, pred: D, response: D
id: Kedu_15_41 (1), answer: D, pred: D, response: D
id: Kedu_15_41 (2), answer: D, pred: D, response: D
id: Kedu_15_42 (0), answer: B, pred: C, response: C
id: Kedu_15_42 (1), answer: B, pred: C, response: C
id: Kedu_15_42 (2), answer: B, pred: C, response: C
id: Kedu_15_43 (0), answer: C, pred: C, response: C: 사회적 의미
id: Kedu_15_43 (1), answer: C, pred: C, response: C: 사회적 의미
id: Kedu_15_43 (2), answer: C, pred: C, response: C: 사회적 의미
id: Kedu_15_44 (0), answer: A, pred: B, response: B
id: Kedu_15_44 (1), answer: A, pred: B, response: B
id: Kedu_15_44 (2), answer: A, pred: B, response: B
id: Kedu_15_45 (0), answer: B, pred: D, response: D
id: Kedu_15_45 (1), answer: B, pred: C, response: C
id: Kedu_15_45 (2), answer: B, pred: D, response: D
id: Kedu_15_46 (0), answer: B, pred: B, response: B
id: Kedu_15_46 (1), answer: B, pred: B, response: B
id: Kedu_15_46 (2), answer: B, pred: B, response: B
id: Kedu_15_47 (0), answer: B, pred: B, response: B
id: Kedu_15_47 (1), answer: B, pred: B, response: B
id: Kedu_15_47 (2), answer: B, pred: B, response: B
id: Kedu_15_48 (0), answer: A, pred: A, response: A
id: Kedu_15_48 (1), answer: A, pred: A, response: A
id: Kedu_15_48 (2), answer: A, pred: A, response: A
id: Kedu_15_49 (0), answer: C, pred: C, response: C
id: Kedu_15_49 (1), answer: C, pred: C, response: C
id: Kedu_15_49 (2), answer: C, pred: C, response: C
id: Kedu_15_50 (0), answer: A, pred: B, response: B
id: Kedu_15_50 (1), answer: A, pred: B, response: B
id: Kedu_15_50 (2), answer: A, pred: B, response: B
id: Kedu_15_51 (0), answer: C, pred: C, response: C: English: 잉글리쉬
id: Kedu_15_51 (1), answer: C, pred: C, response: C: English: 잉글리쉬
id: Kedu_15_51 (2), answer: C, pred: C, response: C
id: Kedu_15_52 (0), answer: D, pred: C, response: C
id: Kedu_15_52 (1), answer: D, pred: C, response: C
id: Kedu_15_52 (2), answer: D, pred: C, response: C
id: Kedu_15_53 (0), answer: B, pred: A, response: A
id: Kedu_15_53 (1), answer: B, pred: A, response: A
id: Kedu_15_53 (2), answer: B, pred: A, response: A
id: Kedu_15_54 (0), answer: B, pred: A, response: A
id: Kedu_15_54 (1), answer: B, pred: A, response: A
id: Kedu_15_54 (2), answer: B, pred: A, response: A
id: Kedu_15_55 (0), answer: C, pred: , response: 정답 (Answer): B: ㆆ
id: Kedu_15_55 (1), answer: C, pred: , response: 정답 (Answer): C: ㅿ
id: Kedu_15_55 (2), answer: C, pred: , response: 정답 (Answer): C: ㅿ
id: Kedu_15_56 (0), answer: C, pred: C, response: C
id: Kedu_15_56 (1), answer: C, pred: C, response: C
id: Kedu_15_56 (2), answer: C, pred: C, response: C
id: Kedu_16_1 (0), answer: B, pred: , response: 정답: B
id: Kedu_16_1 (1), answer: B, pred: , response: 정답: B
id: Kedu_16_1 (2), answer: B, pred: , response: 정답: B
id: Kedu_16_2 (0), answer: B, pred: A, response: A
id: Kedu_16_2 (1), answer: B, pred: A, response: A
id: Kedu_16_2 (2), answer: B, pred: A, response: A
id: Kedu_16_3 (0), answer: C, pred: C, response: C
id: Kedu_16_3 (1), answer: C, pred: C, response: C
id: Kedu_16_3 (2), answer: C, pred: C, response: C
id: Kedu_16_4 (0), answer: B, pred: C, response: C
id: Kedu_16_4 (1), answer: B, pred: C, response: C
id: Kedu_16_4 (2), answer: B, pred: C, response: C
id: Kedu_16_5 (0), answer: D, pred: D, response: D
id: Kedu_16_5 (1), answer: D, pred: C, response: C
id: Kedu_16_5 (2), answer: D, pred: C, response: C
id: Kedu_16_6 (0), answer: D, pred: D, response: D
id: Kedu_16_6 (1), answer: D, pred: D, response: D
id: Kedu_16_6 (2), answer: D, pred: D, response: D
id: Kedu_16_7 (0), answer: A, pred: C, response: C
id: Kedu_16_7 (1), answer: A, pred: C, response: C
id: Kedu_16_7 (2), answer: A, pred: C, response: C
id: Kedu_16_8 (0), answer: C, pred: B, response: B
id: Kedu_16_8 (1), answer: C, pred: B, response: B
id: Kedu_16_8 (2), answer: C, pred: A, response: A
id: Kedu_16_9 (0), answer: A, pred: A, response: A
id: Kedu_16_9 (1), answer: A, pred: A, response: A
id: Kedu_16_9 (2), answer: A, pred: A, response: A
id: Kedu_16_10 (0), answer: C, pred: D, response: D
id: Kedu_16_10 (1), answer: C, pred: D, response: D
id: Kedu_16_10 (2), answer: C, pred: D, response: D
id: Kedu_16_11 (0), answer: D, pred: A, response: A
id: Kedu_16_11 (1), answer: D, pred: A, response: A
id: Kedu_16_11 (2), answer: D, pred: A, response: A
id: Kedu_16_12 (0), answer: C, pred: C, response: C
id: Kedu_16_12 (1), answer: C, pred: C, response: C
id: Kedu_16_12 (2), answer: C, pred: C, response: C
id: Kedu_16_13 (0), answer: A, pred: C, response: C
id: Kedu_16_13 (1), answer: A, pred: C, response: C
id: Kedu_16_13 (2), answer: A, pred: C, response: C
id: Kedu_16_14 (0), answer: A, pred: B, response: B
id: Kedu_16_14 (1), answer: A, pred: B, response: B
id: Kedu_16_14 (2), answer: A, pred: B, response: B
id: Kedu_16_15 (0), answer: B, pred: B, response: B
id: Kedu_16_15 (1), answer: B, pred: B, response: B
id: Kedu_16_15 (2), answer: B, pred: B, response: B
id: Kedu_16_16 (0), answer: D, pred: C, response: C
id: Kedu_16_16 (1), answer: D, pred: C, response: C
id: Kedu_16_16 (2), answer: D, pred: C, response: C
id: Kedu_16_17 (0), answer: C, pred: C, response: C
id: Kedu_16_17 (1), answer: C, pred: C, response: C
id: Kedu_16_17 (2), answer: C, pred: C, response: C
id: Kedu_16_18 (0), answer: A, pred: D, response: D
id: Kedu_16_18 (1), answer: A, pred: D, response: D
id: Kedu_16_18 (2), answer: A, pred: D, response: D
id: Kedu_16_19 (0), answer: C, pred: C, response: C
id: Kedu_16_19 (1), answer: C, pred: C, response: C
id: Kedu_16_19 (2), answer: C, pred: C, response: C
id: Kedu_16_20 (0), answer: C, pred: C, response: C
id: Kedu_16_20 (1), answer: C, pred: C, response: C
id: Kedu_16_20 (2), answer: C, pred: C, response: C
id: Kedu_16_21 (0), answer: B, pred: B, response: B
id: Kedu_16_21 (1), answer: B, pred: B, response: B
id: Kedu_16_21 (2), answer: B, pred: B, response: B
id: Kedu_16_22 (0), answer: D, pred: C, response: C
id: Kedu_16_22 (1), answer: D, pred: C, response: C
id: Kedu_16_22 (2), answer: D, pred: C, response: C
id: Kedu_16_23 (0), answer: C, pred: C, response: C
id: Kedu_16_23 (1), answer: C, pred: C, response: C
id: Kedu_16_23 (2), answer: C, pred: C, response: C
id: Kedu_16_24 (0), answer: A, pred: A, response: A
id: Kedu_16_24 (1), answer: A, pred: A, response: A
id: Kedu_16_24 (2), answer: A, pred: A, response: A
id: Kedu_16_25 (0), answer: C, pred: C, response: C
id: Kedu_16_25 (1), answer: C, pred: C, response: C
id: Kedu_16_25 (2), answer: C, pred: C, response: C
id: Kedu_16_26 (0), answer: B, pred: D, response: D
id: Kedu_16_26 (1), answer: B, pred: D, response: D
id: Kedu_16_26 (2), answer: B, pred: D, response: D
id: Kedu_16_27 (0), answer: A, pred: D, response: D
id: Kedu_16_27 (1), answer: A, pred: D, response: D
id: Kedu_16_27 (2), answer: A, pred: D, response: D
id: Kedu_16_28 (0), answer: D, pred: C, response: C
id: Kedu_16_28 (1), answer: D, pred: C, response: C
id: Kedu_16_28 (2), answer: D, pred: C, response: C
id: Kedu_16_29 (0), answer: D, pred: C, response: C
id: Kedu_16_29 (1), answer: D, pred: C, response: C
id: Kedu_16_29 (2), answer: D, pred: C, response: C
id: Kedu_16_30 (0), answer: A, pred: A, response: A
id: Kedu_16_30 (1), answer: A, pred: A, response: A
id: Kedu_16_30 (2), answer: A, pred: A, response: A
id: Kedu_16_31 (0), answer: A, pred: B, response: B
id: Kedu_16_31 (1), answer: A, pred: B, response: B
id: Kedu_16_31 (2), answer: A, pred: B, response: B
id: Kedu_16_32 (0), answer: D, pred: A, response: A
id: Kedu_16_32 (1), answer: D, pred: A, response: A
id: Kedu_16_32 (2), answer: D, pred: A, response: A
id: Kedu_16_33 (0), answer: D, pred: D, response: D
id: Kedu_16_33 (1), answer: D, pred: D, response: D
id: Kedu_16_33 (2), answer: D, pred: D, response: D
id: Kedu_16_34 (0), answer: B, pred: B, response: B
id: Kedu_16_34 (1), answer: B, pred: B, response: B
id: Kedu_16_34 (2), answer: B, pred: B, response: B
id: Kedu_16_35 (0), answer: C, pred: C, response: C
id: Kedu_16_35 (1), answer: C, pred: C, response: C
id: Kedu_16_35 (2), answer: C, pred: C, response: C
id: Kedu_16_36 (0), answer: D, pred: D, response: D
id: Kedu_16_36 (1), answer: D, pred: D, response: D
id: Kedu_16_36 (2), answer: D, pred: D, response: D
id: Kedu_16_37 (0), answer: A, pred: C, response: C
id: Kedu_16_37 (1), answer: A, pred: C, response: C
id: Kedu_16_37 (2), answer: A, pred: C, response: C
id: Kedu_16_38 (0), answer: B, pred: C, response: C
id: Kedu_16_38 (1), answer: B, pred: C, response: C
id: Kedu_16_38 (2), answer: B, pred: C, response: C
id: Kedu_16_39 (0), answer: B, pred: B, response: B
id: Kedu_16_39 (1), answer: B, pred: B, response: B
id: Kedu_16_39 (2), answer: B, pred: B, response: B
id: Kedu_16_40 (0), answer: C, pred: , response: 정답: D
id: Kedu_16_40 (1), answer: C, pred: D, response: D
id: Kedu_16_40 (2), answer: C, pred: D, response: D
id: Kedu_16_41 (0), answer: A, pred: B, response: B
id: Kedu_16_41 (1), answer: A, pred: C, response: C
id: Kedu_16_41 (2), answer: A, pred: C, response: C
id: Kedu_16_42 (0), answer: C, pred: C, response: C
id: Kedu_16_42 (1), answer: C, pred: C, response: C
id: Kedu_16_42 (2), answer: C, pred: C, response: C
id: Kedu_16_43 (0), answer: C, pred: C, response: C
id: Kedu_16_43 (1), answer: C, pred: C, response: C
id: Kedu_16_43 (2), answer: C, pred: C, response: C
id: Kedu_16_44 (0), answer: C, pred: D, response: D
id: Kedu_16_44 (1), answer: C, pred: D, response: D
id: Kedu_16_44 (2), answer: C, pred: D, response: D
id: Kedu_16_45 (0), answer: B, pred: C, response: C
id: Kedu_16_45 (1), answer: B, pred: B, response: B
id: Kedu_16_45 (2), answer: B, pred: A, response: A
id: Kedu_16_46 (0), answer: D, pred: B, response: B
id: Kedu_16_46 (1), answer: D, pred: B, response: B
id: Kedu_16_46 (2), answer: D, pred: B, response: B
id: Kedu_16_47 (0), answer: B, pred: C, response: C
id: Kedu_16_47 (1), answer: B, pred: C, response: C
id: Kedu_16_47 (2), answer: B, pred: C, response: C
id: Kedu_16_48 (0), answer: D, pred: B, response: B
id: Kedu_16_48 (1), answer: D, pred: B, response: B
id: Kedu_16_48 (2), answer: D, pred: D, response: D
id: Kedu_16_49 (0), answer: A, pred: B, response: B
id: Kedu_16_49 (1), answer: A, pred: B, response: B
id: Kedu_16_49 (2), answer: A, pred: B, response: B
id: Kedu_16_50 (0), answer: A, pred: C, response: C: 벚꽃 - beotkot
id: Kedu_16_50 (1), answer: A, pred: C, response: C: 벚꽃 - beotkot
id: Kedu_16_50 (2), answer: A, pred: C, response: C: 벚꽃 - beotkot
id: Kedu_16_51 (0), answer: B, pred: B, response: B
id: Kedu_16_51 (1), answer: B, pred: B, response: B
id: Kedu_16_51 (2), answer: B, pred: B, response: B
id: Kedu_16_52 (0), answer: C, pred: C, response: C
id: Kedu_16_52 (1), answer: C, pred: , response: 정답: B
id: Kedu_16_52 (2), answer: C, pred: C, response: C
id: Kedu_16_53 (0), answer: B, pred: C, response: C
id: Kedu_16_53 (1), answer: B, pred: C, response: C
id: Kedu_16_53 (2), answer: B, pred: C, response: C
id: Kedu_16_54 (0), answer: C, pred: C, response: C
id: Kedu_16_54 (1), answer: C, pred: C, response: C
id: Kedu_16_54 (2), answer: C, pred: C, response: C
id: TK_2016_1 (0), answer: C, pred: C, response: C
id: TK_2016_1 (1), answer: C, pred: C, response: C
id: TK_2016_1 (2), answer: C, pred: C, response: C
id: TK_2016_2 (0), answer: D, pred: D, response: D
id: TK_2016_2 (1), answer: D, pred: D, response: D
id: TK_2016_2 (2), answer: D, pred: D, response: D
id: TK_2016_3 (0), answer: A, pred: A, response: A
id: TK_2016_3 (1), answer: A, pred: A, response: A
id: TK_2016_3 (2), answer: A, pred: A, response: A
id: TK_2016_4 (0), answer: C, pred: C, response: C
id: TK_2016_4 (1), answer: C, pred: C, response: C
id: TK_2016_4 (2), answer: C, pred: C, response: C
id: TK_17_1 (0), answer: B, pred: B, response: B
id: TK_17_1 (1), answer: B, pred: B, response: B
id: TK_17_1 (2), answer: B, pred: B, response: B
id: TK_17_2 (0), answer: A, pred: A, response: A
id: TK_17_2 (1), answer: A, pred: A, response: A
id: TK_17_2 (2), answer: A, pred: A, response: A
id: TK_17_3 (0), answer: D, pred: D, response: D
id: TK_17_3 (1), answer: D, pred: D, response: D
id: TK_17_3 (2), answer: D, pred: D, response: D
id: TK_17_4 (0), answer: A, pred: A, response: A
id: TK_17_4 (1), answer: A, pred: A, response: A
id: TK_17_4 (2), answer: A, pred: A, response: A
id: TK_2018_1 (0), answer: B, pred: B, response: B
id: TK_2018_1 (1), answer: B, pred: B, response: B
id: TK_2018_1 (2), answer: B, pred: B, response: B
id: TK_2018_2 (0), answer: A, pred: A, response: A
id: TK_2018_2 (1), answer: A, pred: A, response: A
id: TK_2018_2 (2), answer: A, pred: A, response: A
id: TK_2018_3 (0), answer: C, pred: C, response: C
id: TK_2018_3 (1), answer: C, pred: C, response: C
id: TK_2018_3 (2), answer: C, pred: C, response: C
id: TK_2018_4 (0), answer: D, pred: D, response: D
id: TK_2018_4 (1), answer: D, pred: D, response: D
id: TK_2018_4 (2), answer: D, pred: D, response: D
id: TK_2019_1 (0), answer: B, pred: B, response: B
id: TK_2019_1 (1), answer: B, pred: B, response: B
id: TK_2019_1 (2), answer: B, pred: B, response: B
id: TK_2019_2 (0), answer: A, pred: A, response: A
id: TK_2019_2 (1), answer: A, pred: A, response: A
id: TK_2019_2 (2), answer: A, pred: A, response: A
id: TK_2019_3 (0), answer: D, pred: D, response: D
id: TK_2019_3 (1), answer: D, pred: D, response: D
id: TK_2019_3 (2), answer: D, pred: D, response: D
id: TK_2019_4 (0), answer: D, pred: D, response: D
id: TK_2019_4 (1), answer: D, pred: D, response: D
id: TK_2019_4 (2), answer: D, pred: D, response: D
id: TK_2022_1 (0), answer: A, pred: A, response: A
id: TK_2022_1 (1), answer: A, pred: A, response: A
id: TK_2022_1 (2), answer: A, pred: A, response: A
id: TK_2022_2 (0), answer: B, pred: B, response: B
id: TK_2022_2 (1), answer: B, pred: B, response: B
id: TK_2022_2 (2), answer: B, pred: B, response: B
id: TK_2022_3 (0), answer: C, pred: C, response: C
id: TK_2022_3 (1), answer: C, pred: C, response: C
id: TK_2022_3 (2), answer: C, pred: C, response: C
id: TK_2022_4 (0), answer: D, pred: D, response: D
id: TK_2022_4 (1), answer: D, pred: D, response: D
id: TK_2022_4 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_1 (0), answer: D, pred: E, response: E
id: CSAT_korean_23_1 (1), answer: D, pred: E, response: E
id: CSAT_korean_23_1 (2), answer: D, pred: A, response: A
id: CSAT_korean_23_2 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_2 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_2 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_3 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_3 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_3 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_4 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_4 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_4 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_5 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_5 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_5 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_6 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_6 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_6 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_7 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_7 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_7 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_8 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_8 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_8 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_9 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_9 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_9 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_10 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_10 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_10 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_11 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_11 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_11 (2), answer: E, pred: C, response: C
id: CSAT_korean_23_12 (0), answer: B, pred: C, response: C
id: CSAT_korean_23_12 (1), answer: B, pred: C, response: C
id: CSAT_korean_23_12 (2), answer: B, pred: C, response: C
id: CSAT_korean_23_13 (0), answer: E, pred: , response: 정답: E
id: CSAT_korean_23_13 (1), answer: E, pred: , response: 정답: E
id: CSAT_korean_23_13 (2), answer: E, pred: , response: 정답: E
id: CSAT_korean_23_14 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_14 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_14 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_15 (0), answer: D, pred: B, response: B
id: CSAT_korean_23_15 (1), answer: D, pred: B, response: B
id: CSAT_korean_23_15 (2), answer: D, pred: B, response: B
id: CSAT_korean_23_16 (0), answer: D, pred: C, response: C
id: CSAT_korean_23_16 (1), answer: D, pred: C, response: C
id: CSAT_korean_23_16 (2), answer: D, pred: C, response: C
id: CSAT_korean_23_17 (0), answer: A, pred: D, response: D
id: CSAT_korean_23_17 (1), answer: A, pred: D, response: D
id: CSAT_korean_23_17 (2), answer: A, pred: D, response: D
id: CSAT_korean_23_18 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_18 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_18 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_19 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_19 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_19 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_20 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_21 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_21 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_21 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_22 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_22 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_22 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_23 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_23 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_23 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_24 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_24 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_24 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_25 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_25 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_25 (2), answer: C, pred: C, response: C
id: CSAT_korean_23_26 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_26 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_26 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_27 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_27 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_27 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_28 (0), answer: E, pred: E, response: E
id: CSAT_korean_23_28 (1), answer: E, pred: E, response: E
id: CSAT_korean_23_28 (2), answer: E, pred: E, response: E
id: CSAT_korean_23_29 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_29 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_29 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_30 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_30 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_30 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_31 (0), answer: A, pred: A, response: A
id: CSAT_korean_23_31 (1), answer: A, pred: A, response: A
id: CSAT_korean_23_31 (2), answer: A, pred: A, response: A
id: CSAT_korean_23_32 (0), answer: D, pred: D, response: D
id: CSAT_korean_23_32 (1), answer: D, pred: D, response: D
id: CSAT_korean_23_32 (2), answer: D, pred: D, response: D
id: CSAT_korean_23_33 (0), answer: B, pred: B, response: B
id: CSAT_korean_23_33 (1), answer: B, pred: B, response: B
id: CSAT_korean_23_33 (2), answer: B, pred: B, response: B
id: CSAT_korean_23_34 (0), answer: C, pred: C, response: C
id: CSAT_korean_23_34 (1), answer: C, pred: C, response: C
id: CSAT_korean_23_34 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_1 (0), answer: B, pred: B, response: B
id: CSAT_korean_22_1 (1), answer: B, pred: B, response: B
id: CSAT_korean_22_1 (2), answer: B, pred: B, response: B
id: CSAT_korean_22_2 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_2 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_2 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_3 (0), answer: A, pred: A, response: A
id: CSAT_korean_22_3 (1), answer: A, pred: A, response: A
id: CSAT_korean_22_3 (2), answer: A, pred: A, response: A
id: CSAT_korean_22_4 (0), answer: A, pred: C, response: C
id: CSAT_korean_22_4 (1), answer: A, pred: C, response: C
id: CSAT_korean_22_4 (2), answer: A, pred: C, response: C
id: CSAT_korean_22_5 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_5 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_5 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_6 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_6 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_6 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_7 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_7 (1), answer: C, pred: C, response: C
id: CSAT_korean_22_7 (2), answer: C, pred: C, response: C
id: CSAT_korean_22_8 (0), answer: B, pred: D, response: D
id: CSAT_korean_22_8 (1), answer: B, pred: D, response: D
id: CSAT_korean_22_8 (2), answer: B, pred: D, response: D
id: CSAT_korean_22_9 (0), answer: C, pred: E, response: E
id: CSAT_korean_22_9 (1), answer: C, pred: E, response: E
id: CSAT_korean_22_9 (2), answer: C, pred: E, response: E
id: CSAT_korean_22_10 (0), answer: B, pred: B, response: B
id: CSAT_korean_22_10 (1), answer: B, pred: B, response: B
id: CSAT_korean_22_10 (2), answer: B, pred: B, response: B
id: CSAT_korean_22_11 (0), answer: E, pred: A, response: A
id: CSAT_korean_22_11 (1), answer: E, pred: A, response: A
id: CSAT_korean_22_11 (2), answer: E, pred: A, response: A
id: CSAT_korean_22_12 (0), answer: E, pred: E, response: E
id: CSAT_korean_22_12 (1), answer: E, pred: E, response: E
id: CSAT_korean_22_12 (2), answer: E, pred: E, response: E
id: CSAT_korean_22_13 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_13 (1), answer: D, pred: C, response: C
id: CSAT_korean_22_13 (2), answer: D, pred: C, response: C
id: CSAT_korean_22_14 (0), answer: D, pred: D, response: D
id: CSAT_korean_22_14 (1), answer: D, pred: D, response: D
id: CSAT_korean_22_14 (2), answer: D, pred: D, response: D
id: CSAT_korean_22_15 (0), answer: B, pred: C, response: C
id: CSAT_korean_22_15 (1), answer: B, pred: C, response: C
id: CSAT_korean_22_15 (2), answer: B, pred: C, response: C
id: CSAT_korean_22_16 (0), answer: D, pred: C, response: C
id: CSAT_korean_22_16 (1), answer: D, pred: C, response: C
id: CSAT_korean_22_16 (2), answer: D, pred: C, response: C
id: CSAT_korean_22_17 (0), answer: A, pred: D, response: D
id: CSAT_korean_22_17 (1), answer: A, pred: D, response: D
id: CSAT_korean_22_17 (2), answer: A, pred: D, response: D
id: CSAT_korean_22_18 (0), answer: C, pred: C, response: C
id: CSAT_korean_22_18 (1), answer: C, pred: C, response: C
